zip_code,state,county,lat,lon,city
19559,PA,Berks,40.4945,-76.1825,Strausstown
19560,PA,Berks,40.4025,-75.9046,Temple
19562,PA,Berks,40.5029,-75.7015,Topton
19564,PA,Berks,40.524,-75.873,Virginville
19565,PA,Berks,40.3293,-76.0901,Wernersville
19567,PA,Berks,40.3743,-76.1985,Womelsdorf
19601,PA,Berks,40.3466,-75.9351,Reading
19602,PA,Berks,40.3306,-75.9192,Reading
19603,PA,Berks,40.3884,-75.9631,Reading
19604,PA,Berks,40.3507,-75.9143,Reading
19605,PA,Berks,40.3886,-75.9328,Reading
19606,PA,Berks,40.3351,-75.875,Reading
19607,PA,Berks,40.2995,-75.9876,Reading
19608,PA,Berks,40.3113,-76.0345,Reading
19609,PA,Berks,40.328,-75.9908,Reading
19610,PA,Berks,40.338,-75.978,Reading
19611,PA,Berks,40.325,-75.9442,Reading
19612,PA,Berks,40.4389,-75.8853,Reading
18901,PA,Bucks,40.3054,-75.1489,Doylestown
18902,PA,Bucks,40.3477,-75.0968,Doylestown
18910,PA,Bucks,40.4259,-75.1791,Bedminster
18911,PA,Bucks,40.3695,-75.2482,Blooming Glen
18912,PA,Bucks,40.3237,-75.0599,Buckingham
18913,PA,Bucks,40.3865,-75.0627,Carversville
18914,PA,Bucks,40.2892,-75.2149,Chalfont
18915,PA,Bucks,40.2728,-75.2563,Colmar
18916,PA,Bucks,40.3545,-75.1327,Danboro
18917,PA,Bucks,40.375,-75.2045,Dublin
18918,PA,Bucks,40.32,-75.3742,Earlington
18920,PA,Bucks,40.5087,-75.0804,Erwinna
18921,PA,Bucks,40.5337,-75.1788,Ferndale
18922,PA,Bucks,40.2923,-75.0591,Forest Grove
18923,PA,Bucks,40.3578,-75.1711,Fountainville
18924,PA,Bucks,40.3081,-75.3586,Franconia
18925,PA,Bucks,40.2945,-75.0649,Furlong
18927,PA,Bucks,40.3235,-75.2548,Hilltown
18928,PA,Bucks,40.336,-75.0429,Holicong
18929,PA,Bucks,40.2566,-75.0961,Jamison
18930,PA,Bucks,40.531,-75.2117,Kintnersville
18931,PA,Bucks,40.3286,-75.1028,Lahaska
18932,PA,Bucks,40.2888,-75.2555,Line Lexington
18933,PA,Bucks,40.3286,-75.1028,Lumberville
18934,PA,Bucks,40.3494,-75.0676,Mechanicsville
18935,PA,Bucks,40.437,-75.3988,Milford Square
18936,PA,Bucks,40.2241,-75.231,Montgomeryville
18938,PA,Bucks,40.3556,-74.9839,New Hope
18940,PA,Bucks,40.263,-74.9555,Newtown
18942,PA,Bucks,40.4592,-75.157,Ottsville
18943,PA,Bucks,40.269,-75.0094,Penns Park
18944,PA,Bucks,40.3765,-75.2648,Perkasie
18946,PA,Bucks,40.2962,-75.0057,Pineville
18947,PA,Bucks,40.4262,-75.1074,Pipersville
18949,PA,Bucks,40.388,-75.1425,Plumsteadville
18950,PA,Bucks,40.4226,-75.0663,Point Pleasant
18951,PA,Bucks,40.4411,-75.3507,Quakertown
18953,PA,Bucks,40.5154,-75.161,Revere
18954,PA,Bucks,40.2167,-75.0029,Richboro
18955,PA,Bucks,40.4796,-75.3146,Richlandtown
18956,PA,Bucks,40.2628,-75.0157,Rushland
18957,PA,Bucks,40.3029,-75.4486,Salford
18958,PA,Bucks,40.2904,-75.4355,Salfordville
18960,PA,Bucks,40.362,-75.319,Sellersville
18962,PA,Bucks,40.3445,-75.2687,Silverdale
18963,PA,Bucks,40.3807,-75.0082,Solebury
18964,PA,Bucks,40.2884,-75.341,Souderton
18966,PA,Bucks,40.1868,-75.0071,Southampton
18968,PA,Bucks,40.439,-75.4371,Spinnerstown
18969,PA,Bucks,40.3205,-75.352,Telford
18970,PA,Bucks,40.4107,-75.3782,Trumbauersville
18971,PA,Bucks,40.347,-75.377,Tylersport
18972,PA,Bucks,40.5411,-75.1259,Upper Black Eddy
18974,PA,Bucks,40.2067,-75.0905,Warminster
18976,PA,Bucks,40.2464,-75.1354,Warrington
18977,PA,Bucks,40.2849,-74.8778,Washington Crossing
18979,PA,Bucks,40.3107,-75.4488,Woxall
18980,PA,Bucks,40.2742,-75.0205,Wycombe
18981,PA,Bucks,40.4843,-75.3938,Zionhill
18991,PA,Bucks,40.3286,-75.1028,Warminster
19001,PA,Bucks,40.1238,-75.1148,Abington
19002,PA,Bucks,40.1809,-75.2156,Ambler
19003,PA,Bucks,40.002,-75.2966,Ardmore
19004,PA,Bucks,40.0118,-75.2342,Bala Cynwyd
19006,PA,Bucks,40.1284,-75.0607,Huntingdon Valley
19007,PA,Bucks,40.1159,-74.8536,Bristol
19008,PA,Bucks,39.9747,-75.3602,Broomall
19009,PA,Bucks,40.135,-75.0623,Bryn Athyn
19010,PA,Bucks,40.0236,-75.3295,Bryn Mawr
19012,PA,Bucks,40.0603,-75.1048,Cheltenham
19013,PA,Bucks,39.8498,-75.3747,Chester
19014,PA,Bucks,39.8643,-75.4332,Aston
19015,PA,Bucks,39.8654,-75.3885,Brookhaven
19016,PA,Bucks,39.934,-75.406,Chester
19017,PA,Bucks,39.8901,-75.4755,Chester Heights
19018,PA,Bucks,39.9218,-75.2876,Clifton Heights
19019,PA,Bucks,40.0018,-75.1179,Philadelphia
19020,PA,Bucks,40.1109,-74.9378,Bensalem
19021,PA,Bucks,40.0933,-74.8991,Croydon
19022,PA,Bucks,39.8685,-75.3374,Crum Lynne
19023,PA,Bucks,39.9176,-75.2696,Darby
19025,PA,Bucks,40.1431,-75.1624,Dresher
19026,PA,Bucks,39.9503,-75.304,Drexel Hill
19027,PA,Bucks,40.075,-75.1315,Elkins Park
19028,PA,Bucks,39.9748,-75.4505,Edgemont
19029,PA,Bucks,39.8621,-75.2971,Essington
19030,PA,Bucks,40.1748,-74.8519,Fairless Hills
19031,PA,Bucks,40.1068,-75.2115,Flourtown
19032,PA,Bucks,39.8905,-75.2821,Folcroft
19033,PA,Bucks,39.8901,-75.3296,Folsom
19034,PA,Bucks,40.1386,-75.2022,Fort Washington
19035,PA,Bucks,40.0451,-75.2821,Gladwyne
19036,PA,Bucks,39.9048,-75.2946,Glenolden
19037,PA,Bucks,39.934,-75.406,Glen Riddle Lima
19038,PA,Bucks,40.1096,-75.155,Glenside
19039,PA,Bucks,39.9432,-75.4694,Gradyville
19040,PA,Bucks,40.1785,-75.1072,Hatboro
19041,PA,Bucks,40.0097,-75.3121,Haverford
19043,PA,Bucks,39.9003,-75.3087,Holmes
19044,PA,Bucks,40.1821,-75.1479,Horsham
19046,PA,Bucks,40.098,-75.1078,Jenkintown
19047,PA,Bucks,40.1813,-74.9104,Langhorne
19048,PA,Bucks,40.1735,-74.9246,Langhorne
19049,PA,Bucks,40.1746,-74.9227,Langhorne
19050,PA,Bucks,39.9375,-75.2637,Lansdowne
19052,PA,Bucks,39.8942,-75.4456,Lenni
19053,PA,Bucks,40.1547,-74.9904,Feasterville Trevose
19054,PA,Bucks,40.1681,-74.8231,Levittown
19055,PA,Bucks,40.1483,-74.8371,Levittown
19056,PA,Bucks,40.1519,-74.8826,Levittown
19057,PA,Bucks,40.1434,-74.8614,Levittown
19058,PA,Bucks,40.1551,-74.8288,Levittown
19060,PA,Bucks,39.852,-75.5007,Garnet Valley
19061,PA,Bucks,39.8295,-75.4354,Marcus Hook
19063,PA,Bucks,39.9188,-75.3991,Media
19064,PA,Bucks,39.9296,-75.3338,Springfield
19065,PA,Bucks,39.9211,-75.3861,Media
19066,PA,Bucks,40.003,-75.2503,Merion Station
19067,PA,Bucks,40.2084,-74.8291,Morrisville
19070,PA,Bucks,39.9063,-75.3238,Morton
19072,PA,Bucks,40.0177,-75.2594,Narberth
19073,PA,Bucks,39.9863,-75.407,Newtown Square
19074,PA,Bucks,39.887,-75.2972,Norwood
19075,PA,Bucks,40.1132,-75.1869,Oreland
19076,PA,Bucks,39.8857,-75.3082,Prospect Park
19078,PA,Bucks,39.8784,-75.3215,Ridley Park
19079,PA,Bucks,39.9035,-75.2695,Sharon Hill
19080,PA,Bucks,40.044,-75.3877,Wayne
19081,PA,Bucks,39.8967,-75.3474,Swarthmore
19082,PA,Bucks,39.9579,-75.2681,Upper Darby
19083,PA,Bucks,39.9774,-75.3106,Havertown
19085,PA,Bucks,40.0399,-75.3459,Villanova
19086,PA,Bucks,39.8871,-75.3721,Wallingford
19087,PA,Bucks,40.0612,-75.3999,Wayne
19088,PA,Bucks,39.934,-75.406,Wayne
19089,PA,Bucks,40.044,-75.3877,Wayne
19090,PA,Bucks,40.1567,-75.1269,Willow Grove
19091,PA,Bucks,39.934,-75.406,Media
19092,PA,Bucks,40.0018,-75.1179,Philadelphia
19093,PA,Bucks,40.0018,-75.1179,Philadelphia
19094,PA,Bucks,39.876,-75.3463,Woodlyn
19095,PA,Bucks,40.0867,-75.1524,Wyncote
19096,PA,Bucks,40.0,-75.276,Wynnewood
19098,PA,Bucks,39.8954,-75.3107,Holmes
19099,PA,Bucks,39.9523,-75.1638,Philadelphia
19301,PA,Chester,40.0426,-75.4827,Paoli
19310,PA,Chester,39.9458,-75.9703,Atglen
19311,PA,Chester,39.8219,-75.7687,Avondale
19312,PA,Chester,40.0412,-75.4475,Berwyn
19316,PA,Chester,40.055,-75.8378,Brandamore
19317,PA,Chester,39.8648,-75.5885,Chadds Ford
19318,PA,Chester,39.8524,-75.8118,Chatham
19319,PA,Chester,39.9209,-75.5222,Cheyney
19320,PA,Chester,39.9843,-75.8253,Coatesville
19330,PA,Chester,39.8757,-75.9214,Cochranville
19331,PA,Chester,39.8823,-75.5165,Concordville
19333,PA,Chester,40.0452,-75.4227,Devon
19335,PA,Chester,40.0161,-75.7183,Downingtown
19339,PA,Chester,39.934,-75.406,Concordville
19340,PA,Chester,39.8851,-75.5202,Concordville
19341,PA,Chester,40.0468,-75.6432,Exton
19342,PA,Chester,39.9015,-75.5049,Glen Mills
19343,PA,Chester,40.0846,-75.7711,Glenmoore
19344,PA,Chester,40.0832,-75.8843,Honey Brook
19345,PA,Chester,39.8478,-75.7193,Immaculata
19346,PA,Chester,39.8087,-75.878,Kelton
19347,PA,Chester,39.749,-75.8241,Kemblesville
19348,PA,Chester,39.855,-75.7,Kennett Square
19350,PA,Chester,39.7696,-75.7807,Landenberg
19351,PA,Chester,39.7226,-75.8749,Lewisville
19352,PA,Chester,39.7787,-75.8876,Lincoln University
19353,PA,Chester,40.0132,-75.499,Lionville
19354,PA,Chester,40.0582,-75.7433,Lyndell
19355,PA,Chester,40.0468,-75.531,Malvern
19357,PA,Chester,39.854,-75.6413,Mendenhall
19358,PA,Chester,39.9621,-75.8025,Modena
19360,PA,Chester,39.7261,-75.7857,New London
19362,PA,Chester,39.7441,-76.0356,Nottingham
19363,PA,Chester,39.7827,-75.9815,Oxford
19365,PA,Chester,39.9654,-75.926,Parkesburg
19366,PA,Chester,39.9004,-75.6258,Pocopson
19367,PA,Chester,39.9643,-75.8866,Pomeroy
19369,PA,Chester,39.9903,-75.8936,Sadsburyville
19371,PA,Chester,40.0995,-75.8791,Suplee
19372,PA,Chester,39.9984,-75.759,Thorndale
19373,PA,Chester,39.9041,-75.5313,Thornton
19374,PA,Chester,39.8315,-75.7574,Toughkenamon
19375,PA,Chester,39.8954,-75.7344,Unionville
19376,PA,Chester,39.9832,-75.7481,Wagontown
19380,PA,Chester,39.9845,-75.5962,West Chester
19381,PA,Chester,39.961,-75.608,West Chester
19382,PA,Chester,39.9441,-75.5882,West Chester
19383,PA,Chester,39.961,-75.608,West Chester
19390,PA,Chester,39.8253,-75.8374,West Grove
19395,PA,Chester,39.9328,-75.5448,Westtown
19397,PA,Chester,39.9832,-75.7481,Southeastern
19398,PA,Chester,39.9832,-75.7481,Southeastern
19399,PA,Chester,39.9832,-75.7481,Southeastern
19401,PA,Chester,40.1245,-75.3304,Norristown
19403,PA,Chester,40.1496,-75.3796,Norristown
19404,PA,Chester,40.2119,-75.3559,Norristown
19405,PA,Chester,40.103,-75.3402,Bridgeport
19406,PA,Chester,40.0956,-75.3737,King Of Prussia
19407,PA,Chester,40.2119,-75.3559,Audubon
19408,PA,Chester,40.1566,-75.4131,Eagleville
19409,PA,Chester,40.1579,-75.3871,Fairview Village
19415,PA,Chester,40.1572,-75.406,Eagleville
19421,PA,Chester,39.9832,-75.7481,Birchrunville
19422,PA,Chester,40.1576,-75.2799,Blue Bell
19423,PA,Chester,40.2174,-75.365,Cedars
19424,PA,Chester,40.1523,-75.2663,Blue Bell
19425,PA,Chester,40.0978,-75.6398,Chester Springs
19426,PA,Chester,40.1913,-75.4373,Collegeville
19428,PA,Chester,40.0825,-75.3044,Conshohocken
19429,PA,Chester,40.0793,-75.3016,Conshohocken
19430,PA,Chester,40.1851,-75.42,Creamery
19432,PA,Chester,40.0796,-75.56,Devault
19435,PA,Chester,40.3275,-75.5692,Frederick
19436,PA,Chester,40.2021,-75.2507,Gwynedd
19437,PA,Chester,40.1811,-75.2579,Gwynedd Valley
19438,PA,Chester,40.2659,-75.3883,Harleysville
19440,PA,Chester,40.2778,-75.2975,Hatfield
19441,PA,Chester,40.2795,-75.3871,Harleysville
19442,PA,Chester,40.1307,-75.5721,Kimberton
19443,PA,Chester,40.241,-75.3439,Kulpsville
19444,PA,Chester,40.0896,-75.2601,Lafayette Hill
19446,PA,Chester,40.2378,-75.2955,Lansdale
19450,PA,Chester,40.2119,-75.3559,Lederach
19451,PA,Chester,40.2119,-75.3559,Mainland
19453,PA,Chester,40.1364,-75.4999,Mont Clare
19454,PA,Chester,40.2166,-75.2565,North Wales
19455,PA,Chester,40.2109,-75.2782,North Wales
19456,PA,Chester,40.1318,-75.4596,Oaks
19457,PA,Chester,40.1995,-75.5838,Parker Ford
19460,PA,Chester,40.1267,-75.5272,Phoenixville
19462,PA,Chester,40.1077,-75.2796,Plymouth Meeting
19464,PA,Chester,40.2635,-75.6172,Pottstown
19465,PA,Chester,40.1919,-75.6653,Pottstown
19468,PA,Chester,40.2075,-75.5329,Royersford
19470,PA,Chester,40.1867,-75.7288,Saint Peters
19472,PA,Chester,40.3448,-75.5775,Sassamansville
19473,PA,Chester,40.2471,-75.4602,Schwenksville
19474,PA,Chester,40.2251,-75.4031,Skippack
19475,PA,Chester,40.1765,-75.5697,Spring City
19477,PA,Chester,40.1839,-75.2327,Spring House
19478,PA,Chester,40.2759,-75.4618,Spring Mount
19480,PA,Chester,40.098,-75.688,Uwchland
19481,PA,Chester,40.0923,-75.4537,Valley Forge
19482,PA,Chester,40.0803,-75.4554,Valley Forge
19484,PA,Chester,40.2119,-75.3559,Valley Forge
19486,PA,Chester,40.2033,-75.3019,West Point
19490,PA,Chester,40.1929,-75.3576,Worcester
19492,PA,Chester,40.2901,-75.503,Zieglerville
19493,PA,Chester,40.0971,-75.4696,Valley Forge
19494,PA,Chester,40.0971,-75.4696,Valley Forge
19495,PA,Chester,40.0971,-75.4696,Valley Forge
19496,PA,Chester,40.0971,-75.4696,Valley Forge
19001,PA,Delaware,40.1238,-75.1148,Abington
19002,PA,Delaware,40.1809,-75.2156,Ambler
19003,PA,Delaware,40.002,-75.2966,Ardmore
19004,PA,Delaware,40.0118,-75.2342,Bala Cynwyd
19006,PA,Delaware,40.1284,-75.0607,Huntingdon Valley
19007,PA,Delaware,40.1159,-74.8536,Bristol
19008,PA,Delaware,39.9747,-75.3602,Broomall
19009,PA,Delaware,40.135,-75.0623,Bryn Athyn
19010,PA,Delaware,40.0236,-75.3295,Bryn Mawr
19012,PA,Delaware,40.0603,-75.1048,Cheltenham
19013,PA,Delaware,39.8498,-75.3747,Chester
19014,PA,Delaware,39.8643,-75.4332,Aston
19015,PA,Delaware,39.8654,-75.3885,Brookhaven
19016,PA,Delaware,39.934,-75.406,Chester
19017,PA,Delaware,39.8901,-75.4755,Chester Heights
19018,PA,Delaware,39.9218,-75.2876,Clifton Heights
19019,PA,Delaware,40.0018,-75.1179,Philadelphia
19020,PA,Delaware,40.1109,-74.9378,Bensalem
19021,PA,Delaware,40.0933,-74.8991,Croydon
19022,PA,Delaware,39.8685,-75.3374,Crum Lynne
19023,PA,Delaware,39.9176,-75.2696,Darby
19025,PA,Delaware,40.1431,-75.1624,Dresher
19026,PA,Delaware,39.9503,-75.304,Drexel Hill
19027,PA,Delaware,40.075,-75.1315,Elkins Park
19028,PA,Delaware,39.9748,-75.4505,Edgemont
19029,PA,Delaware,39.8621,-75.2971,Essington
19030,PA,Delaware,40.1748,-74.8519,Fairless Hills
19031,PA,Delaware,40.1068,-75.2115,Flourtown
19032,PA,Delaware,39.8905,-75.2821,Folcroft
19033,PA,Delaware,39.8901,-75.3296,Folsom
19034,PA,Delaware,40.1386,-75.2022,Fort Washington
19035,PA,Delaware,40.0451,-75.2821,Gladwyne
19036,PA,Delaware,39.9048,-75.2946,Glenolden
19037,PA,Delaware,39.934,-75.406,Glen Riddle Lima
19038,PA,Delaware,40.1096,-75.155,Glenside
19039,PA,Delaware,39.9432,-75.4694,Gradyville
19040,PA,Delaware,40.1785,-75.1072,Hatboro
19041,PA,Delaware,40.0097,-75.3121,Haverford
19043,PA,Delaware,39.9003,-75.3087,Holmes
19044,PA,Delaware,40.1821,-75.1479,Horsham
19046,PA,Delaware,40.098,-75.1078,Jenkintown
19047,PA,Delaware,40.1813,-74.9104,Langhorne
19048,PA,Delaware,40.1735,-74.9246,Langhorne
19049,PA,Delaware,40.1746,-74.9227,Langhorne
19050,PA,Delaware,39.9375,-75.2637,Lansdowne
19052,PA,Delaware,39.8942,-75.4456,Lenni
19053,PA,Delaware,40.1547,-74.9904,Feasterville Trevose
19054,PA,Delaware,40.1681,-74.8231,Levittown
19055,PA,Delaware,40.1483,-74.8371,Levittown
19056,PA,Delaware,40.1519,-74.8826,Levittown
19057,PA,Delaware,40.1434,-74.8614,Levittown
19058,PA,Delaware,40.1551,-74.8288,Levittown
19060,PA,Delaware,39.852,-75.5007,Garnet Valley
19061,PA,Delaware,39.8295,-75.4354,Marcus Hook
19063,PA,Delaware,39.9188,-75.3991,Media
19064,PA,Delaware,39.9296,-75.3338,Springfield
19065,PA,Delaware,39.9211,-75.3861,Media
19066,PA,Delaware,40.003,-75.2503,Merion Station
19067,PA,Delaware,40.2084,-74.8291,Morrisville
19070,PA,Delaware,39.9063,-75.3238,Morton
19072,PA,Delaware,40.0177,-75.2594,Narberth
19073,PA,Delaware,39.9863,-75.407,Newtown Square
19074,PA,Delaware,39.887,-75.2972,Norwood
19075,PA,Delaware,40.1132,-75.1869,Oreland
19076,PA,Delaware,39.8857,-75.3082,Prospect Park
19078,PA,Delaware,39.8784,-75.3215,Ridley Park
19079,PA,Delaware,39.9035,-75.2695,Sharon Hill
19080,PA,Delaware,40.044,-75.3877,Wayne
19081,PA,Delaware,39.8967,-75.3474,Swarthmore
19082,PA,Delaware,39.9579,-75.2681,Upper Darby
19083,PA,Delaware,39.9774,-75.3106,Havertown
19085,PA,Delaware,40.0399,-75.3459,Villanova
19086,PA,Delaware,39.8871,-75.3721,Wallingford
19087,PA,Delaware,40.0612,-75.3999,Wayne
19088,PA,Delaware,39.934,-75.406,Wayne
19089,PA,Delaware,40.044,-75.3877,Wayne
19090,PA,Delaware,40.1567,-75.1269,Willow Grove
19091,PA,Delaware,39.934,-75.406,Media
19092,PA,Delaware,40.0018,-75.1179,Philadelphia
19093,PA,Delaware,40.0018,-75.1179,Philadelphia
19094,PA,Delaware,39.876,-75.3463,Woodlyn
19095,PA,Delaware,40.0867,-75.1524,Wyncote
19096,PA,Delaware,40.0,-75.276,Wynnewood
19098,PA,Delaware,39.8954,-75.3107,Holmes
19099,PA,Delaware,39.9523,-75.1638,Philadelphia
19101,PA,Delaware,40.0018,-75.1179,Philadelphia
19102,PA,Delaware,39.9489,-75.1661,Philadelphia
19103,PA,Delaware,39.9513,-75.1741,Philadelphia
19104,PA,Delaware,39.9597,-75.2024,Philadelphia
19105,PA,Delaware,39.9523,-75.1638,Philadelphia
19106,PA,Delaware,39.9474,-75.1473,Philadelphia
19107,PA,Delaware,39.9487,-75.1593,Philadelphia
19108,PA,Delaware,39.9598,-75.1616,Philadelphia
19109,PA,Delaware,39.9496,-75.1637,Philadelphia
19110,PA,Delaware,39.9502,-75.1636,Philadelphia
19111,PA,Delaware,40.0596,-75.0818,Philadelphia
19112,PA,Delaware,39.8893,-75.1782,Philadelphia
19113,PA,Delaware,39.865,-75.2752,Philadelphia
19114,PA,Delaware,40.0634,-74.999,Philadelphia
19115,PA,Delaware,40.0903,-75.041,Philadelphia
19116,PA,Delaware,40.1166,-75.0198,Philadelphia
19118,PA,Delaware,40.0723,-75.2034,Philadelphia
19119,PA,Delaware,40.0547,-75.1866,Philadelphia
19120,PA,Delaware,40.0343,-75.1213,Philadelphia
19121,PA,Delaware,39.9811,-75.174,Philadelphia
19122,PA,Delaware,39.978,-75.1459,Philadelphia
19123,PA,Delaware,39.966,-75.151,Philadelphia
19124,PA,Delaware,40.0178,-75.0895,Philadelphia
19125,PA,Delaware,39.9788,-75.1262,Philadelphia
19126,PA,Delaware,40.0568,-75.1379,Philadelphia
19127,PA,Delaware,40.0275,-75.2242,Philadelphia
19128,PA,Delaware,40.0402,-75.2231,Philadelphia
19129,PA,Delaware,40.0118,-75.1861,Philadelphia
19130,PA,Delaware,39.9677,-75.1735,Philadelphia
19131,PA,Delaware,39.9845,-75.2282,Philadelphia
19132,PA,Delaware,39.9954,-75.1698,Philadelphia
19133,PA,Delaware,39.9925,-75.1415,Philadelphia
19134,PA,Delaware,39.9925,-75.1133,Philadelphia
19135,PA,Delaware,40.0247,-75.0518,Philadelphia
19136,PA,Delaware,40.0422,-75.0244,Philadelphia
19137,PA,Delaware,40.0008,-75.0727,Philadelphia
19138,PA,Delaware,40.0568,-75.1569,Philadelphia
19139,PA,Delaware,39.9612,-75.2303,Philadelphia
19140,PA,Delaware,40.0118,-75.1456,Philadelphia
19141,PA,Delaware,40.0365,-75.1451,Philadelphia
19142,PA,Delaware,39.9223,-75.2338,Philadelphia
19143,PA,Delaware,39.9448,-75.2288,Philadelphia
19144,PA,Delaware,40.0338,-75.1731,Philadelphia
19145,PA,Delaware,39.9227,-75.1812,Philadelphia
19146,PA,Delaware,39.9379,-75.1794,Philadelphia
19147,PA,Delaware,39.9362,-75.1563,Philadelphia
19148,PA,Delaware,39.9207,-75.1595,Philadelphia
19149,PA,Delaware,40.0369,-75.0664,Philadelphia
19150,PA,Delaware,40.0726,-75.1706,Philadelphia
19151,PA,Delaware,39.9772,-75.2545,Philadelphia
19152,PA,Delaware,40.0606,-75.0471,Philadelphia
19153,PA,Delaware,39.9055,-75.2444,Philadelphia
19154,PA,Delaware,40.0897,-74.9781,Philadelphia
19155,PA,Delaware,40.0018,-75.1179,Philadelphia
19160,PA,Delaware,40.0018,-75.1179,Philadelphia
19161,PA,Delaware,40.0018,-75.1179,Philadelphia
19162,PA,Delaware,40.0018,-75.1179,Philadelphia
19170,PA,Delaware,40.0018,-75.1179,Philadelphia
19171,PA,Delaware,39.9523,-75.1638,Philadelphia
19172,PA,Delaware,39.9473,-75.15,Philadelphia
19173,PA,Delaware,39.9523,-75.1638,Philadelphia
19175,PA,Delaware,39.9906,-75.1296,Philadelphia
19176,PA,Delaware,39.9522,-75.1642,Philadelphia
19177,PA,Delaware,40.0018,-75.1179,Philadelphia
19178,PA,Delaware,40.0018,-75.1179,Philadelphia
19179,PA,Delaware,40.0018,-75.1179,Philadelphia
19181,PA,Delaware,40.0018,-75.1179,Philadelphia
19182,PA,Delaware,40.0018,-75.1179,Philadelphia
19183,PA,Delaware,39.9523,-75.1638,Philadelphia
19184,PA,Delaware,40.0018,-75.1179,Philadelphia
19185,PA,Delaware,40.0018,-75.1179,Philadelphia
19187,PA,Delaware,39.9523,-75.1638,Philadelphia
19188,PA,Delaware,40.0018,-75.1179,Philadelphia
19190,PA,Delaware,39.9484,-75.1442,Philadelphia
19191,PA,Delaware,39.9523,-75.1638,Philadelphia
19192,PA,Delaware,39.9511,-75.1676,Philadelphia
19193,PA,Delaware,40.0018,-75.1179,Philadelphia
19194,PA,Delaware,40.0018,-75.1179,Philadelphia
19195,PA,Delaware,39.9525,-75.1645,Philadelphia
19196,PA,Delaware,40.0018,-75.1179,Philadelphia
19197,PA,Delaware,40.0018,-75.1179,Philadelphia
17501,PA,Lancaster,40.1573,-76.2042,Akron
17502,PA,Lancaster,40.1086,-76.6726,Bainbridge
17503,PA,Lancaster,40.0185,-76.2976,Bart
17504,PA,Lancaster,40.024,-76.3281,Bausman
17505,PA,Lancaster,40.0561,-76.183,Bird In Hand
17506,PA,Lancaster,40.1173,-76.0524,Blue Ball
17507,PA,Lancaster,40.1966,-76.016,Bowmansville
17508,PA,Lancaster,40.124,-76.2176,Brownstown
17509,PA,Lancaster,39.904,-76.0401,Christiana
17512,PA,Lancaster,40.0391,-76.4862,Columbia
17516,PA,Lancaster,39.9403,-76.3575,Conestoga
17517,PA,Lancaster,40.2297,-76.1157,Denver
17518,PA,Lancaster,39.8183,-76.2499,Drumore
17519,PA,Lancaster,40.1395,-76.0276,East Earl
17520,PA,Lancaster,40.1008,-76.3512,East Petersburg
17521,PA,Lancaster,40.2044,-76.3464,Elm
17522,PA,Lancaster,40.1756,-76.1821,Ephrata
17527,PA,Lancaster,40.002,-75.9978,Gap
17528,PA,Lancaster,40.1257,-76.0033,Goodville
17529,PA,Lancaster,40.0353,-76.1106,Gordonville
17532,PA,Lancaster,39.8631,-76.3008,Holtwood
17533,PA,Lancaster,40.2339,-76.2607,Hopeland
17534,PA,Lancaster,40.0367,-76.1069,Intercourse
17535,PA,Lancaster,40.0053,-76.0493,Kinzers
17536,PA,Lancaster,39.8257,-76.0933,Kirkwood
17537,PA,Lancaster,39.9885,-76.2387,Lampeter
17538,PA,Lancaster,40.0892,-76.4156,Landisville
17540,PA,Lancaster,40.0964,-76.1921,Leola
17543,PA,Lancaster,40.1846,-76.3015,Lititz
17545,PA,Lancaster,40.1702,-76.4168,Manheim
17547,PA,Lancaster,40.0664,-76.5645,Marietta
17549,PA,Lancaster,40.1545,-76.0876,Martindale
17550,PA,Lancaster,40.0754,-76.5822,Maytown
17551,PA,Lancaster,39.9982,-76.3566,Millersville
17552,PA,Lancaster,40.1083,-76.5103,Mount Joy
17554,PA,Lancaster,40.0427,-76.4277,Mountville
17555,PA,Lancaster,40.1252,-75.9756,Narvon
17557,PA,Lancaster,40.1005,-76.0801,New Holland
17560,PA,Lancaster,39.9098,-76.2243,New Providence
17562,PA,Lancaster,39.9852,-76.1081,Paradise
17563,PA,Lancaster,39.7705,-76.1791,Peach Bottom
17564,PA,Lancaster,40.0185,-76.2976,Penryn
17565,PA,Lancaster,39.9058,-76.3209,Pequea
17566,PA,Lancaster,39.8949,-76.1465,Quarryville
17567,PA,Lancaster,40.2099,-76.1164,Reamstown
17568,PA,Lancaster,39.9469,-76.2322,Refton
17569,PA,Lancaster,40.2688,-76.1013,Reinholds
17570,PA,Lancaster,40.1301,-76.5705,Rheems
17572,PA,Lancaster,40.0208,-76.1661,Ronks
17573,PA,Lancaster,40.0262,-76.1686,Ronks
17575,PA,Lancaster,40.0647,-76.4343,Silver Spring
17576,PA,Lancaster,40.0376,-76.1969,Smoketown
17578,PA,Lancaster,40.2194,-76.1626,Stevens
17579,PA,Lancaster,39.9701,-76.1848,Strasburg
17580,PA,Lancaster,40.1168,-76.2131,Talmage
17581,PA,Lancaster,40.1585,-76.0511,Terre Hill
17582,PA,Lancaster,39.9881,-76.4402,Washington Boro
17583,PA,Lancaster,39.9723,-76.2873,West Willow
17584,PA,Lancaster,39.967,-76.2752,Willow Street
17585,PA,Lancaster,40.0484,-76.2114,Witmer
17601,PA,Lancaster,40.0766,-76.3107,Lancaster
17602,PA,Lancaster,40.0335,-76.2844,Lancaster
17603,PA,Lancaster,40.0091,-76.3671,Lancaster
